P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts,Grupo_Specs,Nom_Gru_Specs,Rango_Precio,Val_Ran_Precio,C1_Rat,C3_Ven,Flag_Exito,Flag_Exito2,Flag_Exito3,Flag_Exito4,Flag_Exito5,Flag_Exito6,Flag_Exito7
PD_21006852,Question,2,mind,154.39,4,44,1,1,202305,5,2.5,1,10,24,0.498,0.498,1,-1,7.0,7: Gestión emocional,De s/101 a s/200,2,0,0,0,0,0,0,1,0,0
PD_21009306,Site,3,since,175.25,5,34,1,1,202311,11,0.6,1,20,40,0.5248,0.5248,7,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21007177,Where,0,top,99.42,2,52,1,1,202310,10,0.5,1,13,13,0.4954,0.4954,2,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21005639,Sense,3,school,161.74,2,39,0,1,202304,4,2.5,1,12,12,0.0,0.5248,2,5,9.0,9: Instituciones,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21006097,Describe,2,soldier,383.25,5,32,1,1,202411,11,1.6,1,11,30,0.498,0.498,6,2,4.0,4: Entorno laboral,De s/301 a s/400,4,0,0,0,0,0,0,1,0,0
PD_21007696,Pay,0,like,398.85,4,40,1,1,202304,4,2.5,1,15,31,0.4954,0.4954,3,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,1,0,0
PD_21007705,Subject,1,determine,259.06,3,49,1,1,202304,4,2.0,1,14,15,0.4976,0.4976,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21000981,Interview,1,education,468.02,2,47,0,1,202302,2,4.5,0,7,8,0.0,0.4976,2,2,9.0,9: Instituciones,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21001029,For,2,perform,98.49,3,31,0,1,202305,5,2.33,0,7,21,0.0,0.498,6,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21001336,Though,4,usually,17.09,3,28,0,1,202310,10,1.67,0,9,27,0.0,0.5274,7,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21002747,Instead,3,determine,384.33,3,38,1,0,202311,11,2.67,0,4,12,0.5248,0.0,2,-1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21002759,City,1,nor,115.48,1,63,1,0,202410,10,2.0,0,2,2,0.4976,0.0,5,4,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002920,Especially,1,between,317.97,4,50,0,1,202309,9,3.25,0,6,24,0.0,0.4976,3,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21003400,Share,3,easy,350.96,1,43,1,0,202406,6,4.0,0,4,4,0.5248,0.0,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21003428,Figure,4,soon,167.27,1,69,1,0,202302,2,3.0,0,4,4,0.5274,0.0,5,2,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21004122,It,2,year,297.42,5,39,1,0,202311,11,3.8,0,2,19,0.498,0.0,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21004137,Wife,4,gas,133.55,2,29,1,1,202304,4,2.5,0,10,13,0.5274,0.5274,7,5,8.0,8: Cuidado personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004226,Officer,3,our,112.37,4,57,0,1,202307,7,2.75,0,5,20,0.0,0.5248,1,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21004265,Better,2,cold,336.82,2,56,1,0,202303,3,1.5,0,9,18,0.498,0.0,4,2,8.0,8: Cuidado personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005284,Sport,3,box,445.65,3,66,1,0,202404,4,4.67,0,1,3,0.5248,0.0,6,5,4.0,4: Entorno laboral,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21006608,Detail,1,since,13.98,5,44,1,1,202304,4,3.2,0,7,20,0.4976,0.4976,2,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21006837,Energy,0,history,40.43,4,68,1,0,202312,12,3.0,0,7,28,0.4954,0.0,5,0,5.0,5: Entorno social,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21007066,Plant,0,provide,57.04,3,53,1,1,202405,5,2.67,0,9,26,0.4954,0.4954,2,6,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21007872,Son,4,agree,245.54,3,59,0,1,202305,5,2.33,0,2,10,0.0,0.5274,1,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21008151,Color,1,enjoy,265.39,3,42,0,1,202403,3,3.0,0,5,15,0.0,0.4976,2,1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21008159,Also,4,president,70.19,4,30,1,1,202302,2,2.75,0,1,14,0.5274,0.5274,7,2,4.0,4: Entorno laboral,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21009375,Agency,0,nature,294.51,2,26,0,1,202412,12,2.5,0,4,8,0.0,0.4954,7,0,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000511,Buy,0,site,434.84,2,52,0,1,202404,4,3.5,0,2,10,0.0,0.4954,2,2,6.0,6: Hogar,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21001659,Its,0,beautiful,392.11,6,41,1,1,202306,6,2.17,0,8,43,0.4954,0.4954,3,2,7.0,7: Gestión emocional,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21003183,Us,3,necessary,432.98,3,45,1,0,202311,11,3.67,0,2,6,0.5248,0.0,4,-1,2.0,2: Desarrollo personal,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21006950,North,2,teacher,107.19,2,48,1,0,202311,11,3.5,0,2,4,0.498,0.0,1,2,9.0,9: Instituciones,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21007822,Sea,2,form,92.01,1,38,0,1,202410,10,2.0,0,6,6,0.0,0.498,3,5,10.0,10: Innovación,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21009059,Fund,4,trial,163.63,5,28,1,1,202311,11,2.8,0,3,31,0.5274,0.5274,7,-4,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21001815,System,1,unit,170.31,2,64,1,0,202304,4,4.5,0,10,20,0.4976,0.0,5,2,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21003898,Board,3,decide,445.25,5,55,1,0,202302,2,2.4,0,6,19,0.5248,0.0,3,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21004316,Nothing,2,mention,29.57,3,49,1,0,202304,4,4.0,0,4,8,0.498,0.0,2,5,7.0,7: Gestión emocional,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21004731,Assume,0,maintain,368.35,3,31,1,1,202308,8,1.0,0,1,9,0.4954,0.4954,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21007554,After,0,necessary,323.52,2,44,1,0,202306,6,4.0,0,4,8,0.4954,0.0,4,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21007679,Bill,0,car,126.23,1,38,0,1,202404,4,3.0,0,3,3,0.0,0.4954,3,2,3.0,3: Entorno familiar,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21008351,Thank,4,lose,60.02,6,46,1,1,202401,1,3.0,0,7,38,0.5274,0.5274,3,5,0.0,0: Sin valor temático,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21008847,Many,3,east,215.13,3,61,1,0,202307,7,1.67,0,4,12,0.5248,0.0,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21000042,Wear,1,million,176.66,2,66,0,1,202302,2,4.0,0,8,13,0.0,0.4976,5,2,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21001250,Describe,4,decision,491.24,3,62,1,0,202305,5,2.67,0,1,3,0.5274,0.0,1,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21001467,Choose,4,guy,250.49,2,59,1,0,202310,10,2.0,0,8,16,0.5274,0.0,1,2,3.0,3: Entorno familiar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002539,Yard,3,floor,208.22,1,54,0,1,202308,8,2.0,0,10,10,0.0,0.5248,3,5,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002807,Bad,3,land,15.31,2,44,1,1,202407,7,4.5,1,3,3,0.5248,0.5248,4,2,6.0,6: Hogar,De s/10 a s/100,1,1,1,1,1,1,1,1,1,1
PD_21002968,Data,1,about,420.39,1,40,1,0,202310,10,5.0,0,9,9,0.4976,0.0,4,4,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21003141,Both,2,north,302.66,1,68,1,0,202310,10,3.0,0,8,8,0.498,0.0,5,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21003806,Decide,3,whether,334.32,3,28,1,0,202304,4,3.0,0,1,4,0.5248,0.0,7,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21004287,Court,2,right,331.48,1,63,1,0,202410,10,3.0,0,4,4,0.498,0.0,5,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21005286,Stock,4,experience,372.58,2,65,0,1,202306,6,2.5,0,3,8,0.0,0.5274,5,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21005948,First,2,information,76.82,3,43,1,1,202308,8,1.0,0,8,14,0.498,0.498,1,2,5.0,5: Entorno social,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006194,Commercial,2,expert,263.92,5,66,1,0,202407,7,3.0,0,10,50,0.498,0.0,5,-1,2.0,2: Desarrollo personal,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21006648,Understand,1,old,380.62,5,47,1,1,202302,2,2.2,0,10,48,0.4976,0.4976,2,2,3.0,3: Entorno familiar,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21006726,Federal,4,trip,225.95,3,55,0,1,202308,8,4.0,0,4,12,0.0,0.5274,4,2,7.0,7: Gestión emocional,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21006751,Deal,4,seem,294.75,2,47,0,1,202307,7,3.5,0,1,2,0.0,0.5274,3,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21007215,Provide,3,everything,18.93,2,32,1,0,202406,6,2.5,0,2,4,0.5248,0.0,7,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21007393,Fill,0,point,149.1,1,69,1,0,202304,4,1.0,0,10,10,0.4954,0.0,5,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007639,Maybe,2,my,70.63,1,42,0,1,202404,4,1.0,0,4,4,0.0,0.498,1,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21007687,Especially,4,we,43.17,1,63,0,1,202407,7,3.0,0,5,5,0.0,0.5274,5,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007769,Time,0,act,187.74,2,36,0,1,202308,8,3.5,0,5,10,0.0,0.4954,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21008403,Everyone,1,finish,72.81,1,60,0,1,202305,5,4.0,0,4,4,0.0,0.4976,1,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21009321,Site,1,memory,230.85,2,24,1,0,202304,4,2.5,0,10,20,0.4976,0.0,6,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000459,Write,4,avoid,289.62,4,33,1,0,202304,4,2.0,0,8,29,0.5274,0.0,7,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21002132,Know,4,real,61.58,2,49,1,1,202309,9,3.5,0,8,11,0.5274,0.5274,4,2,7.0,7: Gestión emocional,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21003760,Follow,4,into,227.07,6,46,1,1,202305,5,3.33,0,2,28,0.5274,0.5274,3,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21003929,Think,0,interesting,131.54,5,46,1,1,202304,4,2.6,0,1,15,0.4954,0.4954,4,2,7.0,7: Gestión emocional,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21009414,Above,2,agency,289.32,2,59,0,1,202301,1,2.0,0,9,13,0.0,0.498,4,3,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001208,Between,3,resource,250.02,4,59,0,1,202305,5,2.5,0,8,22,0.0,0.5248,1,-1,5.0,5: Entorno social,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21001466,Son,2,production,459.89,3,48,1,0,202304,4,1.67,0,7,22,0.498,0.0,1,5,10.0,10: Innovación,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21002118,American,1,compare,231.77,3,53,1,1,202303,3,3.67,0,7,24,0.4976,0.4976,3,1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21002141,Fear,3,beyond,279.07,3,62,1,1,202306,6,3.0,0,1,3,0.5248,0.5248,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21008270,Home,2,mind,332.26,5,44,1,1,202307,7,3.8,0,9,34,0.498,0.498,1,-1,7.0,7: Gestión emocional,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21001844,View,1,but,207.41,3,56,1,0,202303,3,2.67,1,9,15,0.4976,0.0,1,1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21001814,Them,0,a,103.1,5,49,0,1,202304,4,2.4,1,15,45,0.0,0.4954,2,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,1,0,0
PD_21003712,Upon,4,perhaps,282.05,2,23,1,1,202304,4,3.0,1,11,11,0.5274,0.5274,6,5,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,1,1,1,1,1,1,1
PD_21000514,Personal,0,study,314.41,4,23,1,1,202303,3,2.25,1,7,14,0.4954,0.4954,6,2,9.0,9: Instituciones,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21004907,Decide,3,effect,110.62,4,26,1,1,202309,9,1.75,1,17,29,0.5248,0.5248,7,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21006956,Me,2,pressure,349.28,6,44,1,1,202305,5,2.0,1,12,48,0.498,0.498,1,-1,8.0,8: Cuidado personal,De s/301 a s/400,4,0,0,0,0,0,0,1,0,0
PD_21000097,,2,week,476.68,1,57,0,1,202404,4,2.0,0,9,9,0.0,0.498,4,5,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21000787,Social,1,each,296.01,5,48,1,1,202301,1,1.4,0,5,20,0.4976,0.4976,2,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21002089,West,1,political,444.66,1,50,0,1,202306,6,5.0,0,8,8,0.0,0.4976,3,2,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21002868,Recognize,3,represent,254.26,1,55,1,0,202406,6,1.0,0,7,7,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003048,Same,0,offer,10.73,3,40,1,1,202401,1,2.33,0,4,9,0.4954,0.4954,3,1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21003236,Increase,1,receive,192.76,1,37,0,1,202411,11,1.0,0,10,10,0.0,0.4976,4,-1,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003436,Kitchen,3,read,242.07,1,55,1,0,202304,4,4.0,0,8,8,0.5248,0.0,3,5,7.0,7: Gestión emocional,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21003439,Visit,4,part,422.61,1,28,1,0,202304,4,2.0,0,2,2,0.5274,0.0,7,5,7.0,7: Gestión emocional,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003543,Positive,4,interview,441.98,2,55,0,1,202401,1,2.5,0,10,17,0.0,0.5274,4,5,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003653,Indeed,3,as,386.43,2,53,0,1,202406,6,2.5,0,7,14,0.0,0.5248,3,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004707,Admit,3,budget,220.81,2,20,1,0,202405,5,4.5,0,2,4,0.5248,0.0,5,-1,4.0,4: Entorno laboral,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21005980,Improve,4,speak,196.35,7,27,1,1,202301,1,3.43,0,6,40,0.5274,0.5274,7,5,0.0,0: Sin valor temático,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21006635,Citizen,4,usually,464.7,4,67,0,1,202312,12,2.5,1,13,26,0.0,0.5274,5,1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21006672,Similar,1,others,214.05,2,37,0,1,202306,6,4.5,0,5,10,0.0,0.4976,4,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21008476,Know,1,girl,318.25,1,45,0,1,202306,6,1.0,0,6,6,0.0,0.4976,2,2,3.0,3: Entorno familiar,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008881,Fly,3,decade,87.61,2,52,1,0,202308,8,1.0,0,7,11,0.5248,0.0,3,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21008899,Performance,4,catch,238.2,2,30,1,1,202305,5,3.0,0,4,12,0.5274,0.5274,7,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21009697,Instead,1,road,439.95,1,53,0,1,202309,9,2.0,0,9,9,0.0,0.4976,3,2,6.0,6: Hogar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21001258,Think,3,anything,143.34,3,43,1,1,202304,4,3.0,0,4,13,0.5248,0.5248,4,5,0.0,0: Sin valor temático,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21001741,Himself,2,cold,320.7,6,37,1,1,202309,9,2.67,0,7,31,0.498,0.498,3,5,8.0,8: Cuidado personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21003114,Street,1,say,250.74,3,39,0,1,202401,1,2.67,0,2,6,0.0,0.4976,4,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21003551,Quickly,4,degree,36.15,1,47,1,0,202405,5,2.0,0,7,7,0.5274,0.0,3,-1,9.0,9: Instituciones,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21007204,Teach,2,between,331.96,5,43,1,0,202312,12,2.6,0,6,26,0.498,0.0,1,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21000914,Later,1,service,190.56,4,46,1,0,202302,2,1.75,0,2,19,0.4976,0.0,2,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21007446,Behind,1,hear,434.85,7,45,1,1,202302,2,1.71,0,10,56,0.4976,0.4976,2,2,7.0,7: Gestión emocional,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000190,Very,0,no,149.83,5,40,1,0,202310,10,2.6,0,3,20,0.4954,0.0,3,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21000253,Down,4,take,236.88,1,35,0,1,202411,11,2.0,0,6,6,0.0,0.5274,2,-4,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003378,Activity,1,audience,328.64,4,48,1,1,202401,1,1.75,0,9,35,0.4976,0.4976,2,5,5.0,5: Entorno social,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21003409,Weight,2,last,259.65,2,34,0,1,202311,11,3.5,0,3,6,0.0,0.498,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21004179,One,2,others,273.78,2,54,1,1,202310,10,2.5,0,5,6,0.498,0.498,2,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004472,Bit,1,control,151.07,9,32,1,1,202301,1,3.67,0,9,65,0.4976,0.4976,7,5,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21004656,East,2,summer,166.86,6,59,1,0,202301,1,2.5,0,6,24,0.498,0.0,4,3,6.0,6: Hogar,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21009020,Occur,2,way,104.73,3,57,1,1,202302,2,0.67,0,3,12,0.498,0.498,4,2,7.0,7: Gestión emocional,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21000780,Charge,0,both,416.88,2,39,0,1,202411,11,3.0,1,16,16,0.0,0.4954,3,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,1,1,1,1,1,1,1
PD_21007713,Oil,1,adult,381.69,3,36,1,0,202310,10,3.0,1,9,10,0.4976,0.0,4,4,4.0,4: Entorno laboral,De s/301 a s/400,4,1,1,1,1,1,1,1,1,1
PD_21009461,Give,0,approach,395.66,6,43,1,1,202309,9,3.17,1,7,26,0.4954,0.4954,4,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,1,1,0,1,0,0
PD_21007782,Front,4,reason,266.76,3,39,1,1,202311,11,0.67,1,10,15,0.5274,0.5274,2,-4,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21000443,Low,4,low,131.65,6,36,0,1,202401,1,2.83,1,17,39,0.0,0.5274,2,5,8.0,8: Cuidado personal,De s/101 a s/200,2,0,0,0,0,0,0,1,0,0
PD_21001305,Simple,1,information,244.41,2,32,0,1,202306,6,1.5,0,10,20,0.0,0.4976,7,2,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002241,Position,3,air,321.93,3,42,1,0,202303,3,3.67,0,10,30,0.5248,0.0,4,2,8.0,8: Cuidado personal,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21002446,Tend,0,who,285.72,6,32,1,1,202304,4,3.67,0,4,21,0.4954,0.4954,7,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21003784,Place,2,great,81.34,3,46,1,0,202405,5,2.67,0,1,3,0.498,0.0,1,-1,7.0,7: Gestión emocional,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21004778,Decision,1,TV,290.76,2,45,0,1,202303,3,2.5,0,4,12,0.0,0.4976,2,1,6.0,6: Hogar,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21004789,Usually,3,once,440.04,3,50,1,0,202409,9,2.67,0,2,6,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21005146,Student,4,deep,407.99,5,50,1,1,202310,10,2.4,0,3,13,0.5274,0.5274,4,2,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21005485,Myself,4,ten,171.4,1,25,0,1,202304,4,3.0,0,7,7,0.0,0.5274,6,5,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21006257,Call,4,yet,235.85,2,66,1,0,202302,2,1.0,0,4,8,0.5274,0.0,5,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006355,Receive,3,down,223.77,1,20,1,0,202305,5,4.0,0,4,4,0.5248,0.0,5,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21006633,Similar,2,conference,194.43,1,59,1,0,202410,10,2.0,0,1,1,0.498,0.0,4,5,5.0,5: Entorno social,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007035,Director,4,medical,171.59,3,58,1,0,202302,2,2.33,0,4,12,0.5274,0.0,1,2,9.0,9: Instituciones,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21009070,Truth,2,big,436.92,2,29,0,1,202411,11,2.5,0,3,6,0.0,0.498,6,2,3.0,3: Entorno familiar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009422,Drop,4,picture,135.23,1,53,0,1,202403,3,5.0,0,3,3,0.0,0.5274,4,-1,1.0,1: Arte y creatividad,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000126,Media,4,huge,484.47,3,34,1,1,202309,9,2.33,0,1,21,0.5274,0.5274,7,2,3.0,3: Entorno familiar,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000616,Social,3,film,289.92,1,35,0,1,202311,11,5.0,0,1,1,0.0,0.5248,2,-1,5.0,5: Entorno social,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21002135,Major,2,build,210.59,5,45,1,1,202306,6,2.6,0,6,28,0.498,0.498,1,0,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21003643,Upon,0,moment,495.93,2,30,1,0,202301,1,4.0,0,10,16,0.4954,0.0,7,1,2.0,2: Desarrollo personal,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21004644,Sometimes,1,safe,434.11,4,42,1,1,202401,1,3.0,0,4,22,0.4976,0.4976,2,5,7.0,7: Gestión emocional,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21006068,Network,2,would,217.78,1,45,0,1,202302,2,5.0,0,4,4,0.0,0.498,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21006208,Lawyer,3,degree,222.95,1,47,1,0,202306,6,2.0,0,2,2,0.5248,0.0,4,2,9.0,9: Instituciones,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
