P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts
PD_21007992,Him,Electronics,loss,363.98,1,31,1,0,202306,6,5,0,4,4,0.4976,0.0000,7,2
PD_21008413,Memory,Electronics,value,207.52,3,34,0,1,202303,3,2.67,0,7,21,0.0000,0.4976,7,1
PD_21008749,More,Electronics,strong,235.06,1,31,1,0,202405,5,5,0,2,2,0.4976,0.0000,7,2
PD_21006684,Whether,Fashion,decide,126.73,3,66,0,1,202401,1,2.67,0,10,30,0.0000,0.4980,5,3
PD_21008908,Notice,Fashion,property,117.94,1,22,1,0,202302,2,2,0,7,7,0.4980,0.0000,7,2
PD_21000290,Range,Books,plan,261.95,8,40,1,1,202306,6,2.88,0,5,39,0.4954,0.4954,3,2
PD_21001066,Traditional,Fashion,table,195.98,1,57,1,0,202410,10,2,0,2,2,0.4980,0.0000,4,5
PD_21001485,Yeah,Electronics,evidence,126.4,3,56,1,1,202306,6,2.67,0,7,16,0.4976,0.4976,1,2
PD_21002126,Government,Electronics,tree,170.79,6,47,1,1,202310,10,1.83,1,10,42,0.4976,0.4976,2,4
PD_21002650,Three,"Home Appliance",wind,350.14,2,67,0,1,202310,10,2.5,0,10,20,0.0000,0.5274,5,2
PD_21004138,Reduce,Books,so,113.45,6,35,1,1,202302,2,1.33,0,10,24,0.4954,0.4954,3,1
PD_21004440,Member,Books,keep,78.47,4,49,1,0,202409,9,3.5,0,5,20,0.4954,0.0000,2,5
PD_21006540,Start,Fashion,hour,241.01,3,48,1,0,202301,1,2.33,0,9,25,0.4980,0.0000,1,3
PD_21006821,Event,Fitness,official,347.86,2,33,1,0,202408,8,3,0,8,16,0.5248,0.0000,7,5
PD_21007659,Picture,Books,across,359.25,5,46,1,1,202308,8,1.2,0,9,16,0.4954,0.4954,4,2
PD_21002520,Receive,"Home Appliance",late,186,2,46,1,1,202409,9,2.5,1,4,4,0.5274,0.5274,3,2
PD_21000006,Tend,Electronics,affect,106.08,3,44,1,0,202312,12,2,0,10,27,0.4976,0.0000,2,2
PD_21000232,Pattern,Fashion,manage,339.67,5,39,1,1,202309,9,2.2,0,8,24,0.4980,0.4980,3,5
PD_21000936,Now,Electronics,bill,208.96,1,53,0,1,202408,8,5,0,7,7,0.0000,0.4976,3,4
PD_21001298,Capital,"Home Appliance",two,182.39,1,64,0,1,202409,9,1,0,3,3,0.0000,0.5274,5,2
PD_21001869,Develop,Books,here,396.57,3,57,0,1,202305,5,2,0,10,27,0.0000,0.4954,1,6
PD_21002306,Trade,Electronics,then,404.6,4,30,0,1,202403,3,2,0,11,19,0.0000,0.4976,7,1
PD_21002932,Effort,Books,baby,175.99,1,66,0,1,202402,2,2,0,3,3,0.0000,0.4954,5,1
PD_21003560,Movie,Electronics,resource,300.53,1,46,0,1,202309,9,4,0,9,9,0.0000,0.4976,2,2
PD_21003685,Understand,Books,politics,137.43,3,43,0,1,202304,4,2,0,1,8,0.0000,0.4954,4,2
PD_21004175,Computer,"Home Appliance",offer,416.89,1,29,0,1,202402,2,3,0,3,3,0.0000,0.5274,7,2
PD_21004367,Tonight,Fitness,staff,55.16,4,30,0,1,202311,11,2.25,1,13,19,0.0000,0.5248,7,-1
PD_21005051,Indeed,Fitness,exist,232.52,3,54,1,1,202302,2,1,0,7,18,0.5248,0.5248,3,-1
PD_21006425,Hair,Fitness,instead,342.66,2,42,1,0,202411,11,2.5,0,9,18,0.5248,0.0000,4,-1
PD_21006970,Cell,Fashion,theory,254.85,3,57,0,1,202308,8,4,0,12,21,0.0000,0.4980,4,2
PD_21007758,How,Fitness,run,284.8,3,28,0,1,202403,3,5,0,4,12,0.0000,0.5248,7,2
PD_21007797,Support,Fashion,a,116.9,3,58,1,1,202309,9,2,0,1,3,0.4980,0.4980,4,5
PD_21007943,Itself,Books,remain,308.57,1,32,0,1,202411,11,3,0,5,5,0.0000,0.4954,7,2
PD_21008152,Person,"Home Appliance",budget,95.95,2,23,1,0,202312,12,3.5,0,1,2,0.5274,0.0000,6,1
PD_21008674,Goal,Books,throw,287.45,2,54,1,0,202307,7,2.5,0,6,12,0.4954,0.0000,2,5
PD_21009041,International,Fitness,our,146.44,3,33,1,0,202301,1,2,0,2,6,0.5248,0.0000,7,2
PD_21000784,Pressure,Electronics,spring,318.98,3,38,1,1,202301,1,2,0,1,21,0.4976,0.4976,4,5
PD_21000816,Population,Books,contain,65.37,3,56,0,1,202305,5,3.33,0,5,16,0.0000,0.4954,1,6
PD_21001522,Skill,Electronics,look,452.52,4,56,1,0,202310,10,4,0,8,27,0.4976,0.0000,1,4
PD_21001803,South,"Home Appliance",hear,385.1,2,46,1,0,202306,6,4,0,1,8,0.5274,0.0000,3,2
PD_21002243,Trouble,Fashion,throughout,174.9,1,21,0,1,202411,11,3,0,10,10,0.0000,0.4980,7,2
PD_21004471,Star,"Home Appliance",individual,235.26,4,56,1,0,202310,10,1.5,0,6,18,0.5274,0.0000,1,2
PD_21008032,Have,Fashion,much,394.53,3,42,1,0,202311,11,2.33,0,2,6,0.4980,0.0000,1,2
PD_21009538,Maintain,Fashion,level,23.65,1,64,1,0,202301,1,4,0,4,4,0.4980,0.0000,5,3
PD_21001092,Yourself,Electronics,tax,229.05,9,44,1,1,202303,3,3,0,6,61,0.4976,0.4976,2,1
PD_21002536,Above,Fashion,worry,361.67,3,28,0,1,202401,1,3.67,0,3,4,0.0000,0.4980,6,3
PD_21003647,End,"Home Appliance",other,429.38,2,34,1,0,202301,1,3,0,2,11,0.5274,0.0000,7,5
PD_21004240,Job,Fitness,where,198.54,2,56,1,0,202401,1,2,0,8,16,0.5248,0.0000,1,2
PD_21008759,Policy,Books,goal,403.34,3,43,1,1,202308,8,1.33,1,9,16,0.4954,0.4954,4,2
PD_21009996,Grow,Books,add,389.91,3,42,1,0,202402,2,3,1,11,20,0.4954,0.0000,4,1
PD_21002358,Practice,Fashion,continue,241.32,3,34,1,0,202308,8,2.67,1,10,7,0.4980,0.0000,6,2
PD_21000595,Writer,Electronics,well,209.32,3,62,1,1,202405,5,3,1,18,26,0.4976,0.4976,1,2
PD_21005840,Expect,"Home Appliance",people,12.67,3,25,1,1,202305,5,1.67,1,10,9,0.5274,0.5274,6,-1
PD_21000814,Much,Books,care,238.7,3,69,0,1,202301,1,2.67,0,3,9,0.0000,0.4954,5,1
PD_21001924,Eye,"Home Appliance",start,440.91,2,20,0,1,202404,4,2.5,0,9,18,0.0000,0.5274,6,5
PD_21002101,West,"Home Appliance",event,377.45,5,44,1,1,202306,6,1.4,0,8,29,0.5274,0.5274,3,2
PD_21002198,Myself,Fashion,environment,358,6,34,1,1,202302,2,2.67,0,8,48,0.4980,0.4980,6,2
PD_21002207,Moment,Books,security,230.47,1,22,0,1,202409,9,2,0,5,5,0.0000,0.4954,6,5
PD_21002341,Almost,Fitness,real,210.12,2,60,0,1,202303,3,2.5,0,1,2,0.0000,0.5248,1,2
PD_21003319,Instead,Books,public,236.61,4,51,1,1,202309,9,3.75,0,1,14,0.4954,0.4954,2,5
PD_21003658,Government,Electronics,small,176.13,2,68,1,0,202305,5,4,0,6,12,0.4976,0.0000,5,2
PD_21003817,Sister,Fashion,itself,122.44,2,55,1,0,202303,3,2.5,0,3,6,0.4980,0.0000,2,2
PD_21003897,Door,"Home Appliance",would,380.21,2,43,1,0,202311,11,3,1,4,4,0.5274,0.0000,3,-4
PD_21004358,Threat,Electronics,girl,406.13,1,33,1,0,202309,9,5,0,9,9,0.4976,0.0000,7,2
PD_21004697,Education,Fashion,answer,187.03,3,38,1,1,202302,2,3.67,0,9,24,0.4980,0.4980,3,2
PD_21005861,Pressure,Electronics,senior,32.04,4,66,0,1,202407,7,4,0,9,36,0.0000,0.4976,5,0
PD_21005953,Work,"Home Appliance",fast,490.46,3,57,1,1,202306,6,3,0,9,26,0.5274,0.5274,1,2
PD_21007948,Sometimes,Fitness,success,92.16,1,51,0,1,202407,7,4,0,10,10,0.0000,0.5248,3,2
PD_21008515,Green,Electronics,near,294.07,2,56,1,0,202404,4,4,0,10,20,0.4976,0.0000,1,2
PD_21001206,Religious,Books,age,192.63,4,48,1,1,202302,2,2,0,7,30,0.4954,0.4954,4,1
PD_21005447,Building,Fitness,trial,149.1,2,40,0,1,202311,11,3,0,4,6,0.0000,0.5248,2,-1
PD_21005935,Value,Fashion,protect,307.55,4,44,0,1,202301,1,2.5,0,4,29,0.0000,0.4980,1,3
PD_21008870,Ahead,Books,hit,346.41,4,47,1,1,202301,1,1.75,0,1,13,0.4954,0.4954,4,1
PD_21000811,Media,Books,single,362.14,2,45,1,1,202308,8,2,0,7,15,0.4954,0.4954,4,2
PD_21001094,Do,Electronics,person,352.79,5,52,1,1,202311,11,1.8,0,8,48,0.4976,0.4976,3,-1
PD_21001465,Care,Electronics,protect,74.19,2,35,1,1,202401,1,1.5,0,8,11,0.4976,0.4976,4,5
PD_21004956,Peace,"Home Appliance",able,55.55,2,47,0,1,202403,3,4.5,0,10,20,0.0000,0.5274,3,-1
PD_21003233,Environmental,Electronics,approach,181.1,4,48,0,1,202302,2,3.25,1,13,21,0.0000,0.4976,2,2
PD_21006883,Across,Fashion,sit,379.09,3,53,1,0,202304,4,2,1,18,26,0.4980,0.0000,2,5
PD_21000016,Similar,Electronics,point,191.78,4,37,0,1,202301,1,3,0,10,26,0.0000,0.4976,4,5
PD_21000915,Citizen,Electronics,hair,336.04,5,45,1,1,202309,9,2.2,0,6,32,0.4976,0.4976,2,2
PD_21001253,House,Electronics,middle,168.45,1,57,1,0,202412,12,2,0,6,6,0.4976,0.0000,1,2
PD_21001308,Message,Electronics,give,383.31,1,45,0,1,202412,12,1,0,5,5,0.0000,0.4976,2,2
PD_21001818,Ahead,Books,happy,230.04,4,40,1,0,202401,1,1.25,0,9,29,0.4954,0.0000,3,1
PD_21002061,Sort,"Home Appliance",matter,322.36,2,69,1,0,202405,5,3.5,0,6,12,0.5274,0.0000,5,-1
PD_21002666,Federal,Fashion,resource,211.67,2,20,0,1,202406,6,1,0,5,10,0.0000,0.4980,7,0
PD_21003499,Such,Fitness,base,241.2,2,56,1,1,202311,11,1.5,0,8,14,0.5248,0.5248,1,-1
PD_21003690,Concern,Books,response,305.68,1,57,0,1,202407,7,2,0,6,6,0.0000,0.4954,1,5
PD_21003847,Current,Books,firm,416.18,3,56,1,0,202309,9,3.33,0,9,19,0.4954,0.0000,1,5
PD_21004143,When,Fashion,fill,466.48,2,32,1,0,202301,1,3,0,1,2,0.4980,0.0000,6,3
PD_21006249,Every,Books,add,260.41,2,62,0,1,202410,10,2,0,7,14,0.0000,0.4954,1,5
PD_21006274,Inside,Fitness,edge,211.85,1,34,1,0,202403,3,1,0,2,2,0.5248,0.0000,7,2
PD_21006838,Owner,"Home Appliance",vote,446.02,2,26,1,0,202307,7,3.5,0,3,6,0.5274,0.0000,7,-1
PD_21006860,Discuss,Electronics,available,49.64,3,45,0,1,202305,5,1.67,0,8,14,0.0000,0.4976,2,2
PD_21007747,Environment,"Home Appliance",it,159.31,5,44,1,1,202302,2,2,0,5,31,0.5274,0.5274,3,2
PD_21008366,Over,Electronics,then,339.63,1,53,0,1,202403,3,3,0,7,7,0.0000,0.4976,3,1
PD_21009013,Start,Electronics,language,377.74,2,38,0,1,202308,8,3,0,7,14,0.0000,0.4976,4,4
PD_21009029,Still,Fashion,morning,452.09,1,27,0,1,202404,4,1,0,5,5,0.0000,0.4980,6,5
PD_21009065,Down,"Home Appliance",next,21.39,2,22,0,1,202301,1,3,0,3,6,0.0000,0.5274,6,5
PD_21009117,Simple,Electronics,second,253.97,6,62,1,1,202303,3,2.67,1,12,38,0.4976,0.4976,1,1
PD_21009537,Away,Fashion,blood,238.45,2,36,1,0,202304,4,1,0,7,17,0.4980,0.0000,3,5
PD_21009987,Improve,Fashion,child,459.39,3,61,0,1,202301,1,3.67,0,9,25,0.0000,0.4980,4,3
PD_21003399,Move,Fashion,event,15.44,2,54,1,0,202306,6,3.5,0,5,12,0.4980,0.0000,2,0
PD_21003700,Strong,Books,window,268.82,4,42,1,1,202302,2,2.25,0,3,19,0.4954,0.4954,4,1
PD_21008287,Future,Fitness,among,404.5,4,38,1,0,202403,3,1,0,10,24,0.5248,0.0000,2,2
PD_21008867,Couple,Books,garden,415.33,1,27,0,1,202407,7,2,0,10,10,0.0000,0.4954,7,5
PD_21000744,Prevent,Fitness,least,107.24,2,33,1,1,202308,8,4,0,17,17,0.5248,0.5248,7,5
PD_21001156,Sure,Fitness,every,21.47,2,32,1,0,202407,7,5,0,9,18,0.5248,0.0000,7,2
PD_21002496,Kitchen,Books,material,261.18,6,45,1,1,202307,7,2.33,1,12,32,0.4954,0.4954,4,5
PD_21002660,Cell,Books,put,442.28,3,54,1,1,202301,1,4.33,0,9,26,0.4954,0.4954,2,1
PD_21002792,Should,Fashion,by,386.76,2,50,1,1,202303,3,4.5,0,2,3,0.4980,0.4980,2,2
PD_21005353,Fly,Fashion,ago,494.95,3,57,0,1,202403,3,4,0,9,27,0.0000,0.4980,4,2
PD_21005871,Between,Fashion,whom,200.45,4,44,1,1,202305,5,2.25,0,4,11,0.4980,0.4980,1,-1
PD_21008276,Free,"Home Appliance",past,177.27,5,37,1,0,202401,1,3.6,0,1,14,0.5274,0.0000,2,5
PD_21008461,Hand,Fitness,able,446.41,4,36,0,1,202311,11,3.25,0,4,18,0.0000,0.5248,2,-1
PD_21003282,Order,Electronics,position,192.97,6,40,1,1,202306,6,1.33,1,15,38,0.4976,0.4976,4,2
PD_21003825,Republican,Electronics,beyond,319.73,3,42,1,1,202303,3,2.67,1,15,21,0.4976,0.4976,2,1
PD_21002018,Necessary,"Home Appliance",respond,368.9,2,61,0,1,202306,6,3,1,11,11,0.0000,0.5274,1,2
PD_21002827,Democratic,Fashion,how,190.34,3,38,0,1,202302,2,2.67,1,14,18,0.0000,0.4980,3,2
PD_21009046,Once,Fitness,likely,342.23,4,67,1,1,202401,1,3.75,1,12,32,0.5248,0.5248,6,2
PD_21006947,Carry,Fitness,result,338.85,7,37,1,1,202304,4,3.14,1,14,28,0.5248,0.5248,2,5
PD_21000810,Responsibility,Fitness,develop,443.53,3,48,1,1,202311,11,2.67,1,12,17,0.5248,0.5248,4,-1
PD_21003878,Remain,"Home Appliance",thus,302.82,5,41,1,1,202301,1,2.8,1,29,37,0.5274,0.5274,2,5
PD_21005342,Collection,Fitness,despite,59.14,3,44,1,1,202408,8,1.33,1,19,28,0.5248,0.5248,4,5
PD_21009926,Wish,"Home Appliance",identify,148.55,6,41,1,1,202301,1,2.33,1,15,44,0.5274,0.5274,2,5
PD_21008504,Each,Fitness,let,105.54,2,35,1,1,202406,6,1,1,11,11,0.5248,0.5248,2,2
PD_21005365,Assume,Fashion,radio,202.99,6,39,1,1,202408,8,3.17,1,18,27,0.4980,0.4980,3,2
PD_21007675,Under,"Home Appliance",wall,73.71,2,45,1,1,202407,7,1,1,14,14,0.5274,0.5274,3,-1
PD_21009181,Source,Books,send,347.04,2,63,1,0,202302,2,2,1,8,8,0.4954,0.0000,5,1
PD_21000685,Street,Electronics,final,81.08,5,48,1,1,202307,7,2.4,1,7,18,0.4976,0.4976,2,0
PD_21005029,Read,Fashion,discussion,16,2,55,0,1,202301,1,2,1,9,9,0.0000,0.4980,2,3
PD_21001112,Doctor,"Home Appliance",lead,209.22,5,45,1,0,202305,5,3.2,1,15,18,0.5274,0.0000,3,-1
PD_21003147,Indeed,Fashion,worker,492.64,3,44,0,1,202407,7,3.33,1,12,18,0.0000,0.4980,1,-1
PD_21007369,Short,Fashion,paper,489.54,5,41,1,1,202303,3,2.2,1,9,15,0.4980,0.4980,3,2
PD_21008663,Claim,Books,practice,323.36,3,32,1,0,202302,2,3,1,13,16,0.4954,0.0000,7,1
PD_21000872,Identify,Fashion,item,155.43,11,45,1,1,202401,1,2.36,1,16,63,0.4980,0.4980,1,3
PD_21008107,A,Fitness,current,366,2,40,1,1,202405,5,4,1,17,17,0.5248,0.5248,2,-1
PD_21000060,Couple,Fitness,each,310.24,6,49,1,1,202303,3,2.83,1,17,54,0.5248,0.5248,3,2
PD_21001503,Ago,Fitness,space,199.27,4,42,1,0,202402,2,2.75,1,31,31,0.5248,0.0000,4,-1
PD_21003186,History,Fitness,hotel,39.3,5,50,1,1,202401,1,2.6,1,17,24,0.5248,0.5248,3,2
PD_21004851,Simply,"Home Appliance",response,71.77,2,58,1,1,202310,10,3.5,1,13,13,0.5274,0.5274,1,2
PD_21002894,Carry,Fitness,part,239.42,2,53,0,1,202310,10,2.5,1,15,15,0.0000,0.5248,3,2
PD_21003766,Understand,Fitness,edge,455.38,6,55,1,0,202401,1,2.83,1,10,28,0.5248,0.0000,3,2
PD_21009377,Coach,Fitness,fine,254.29,9,39,1,1,202307,7,3.44,1,3,30,0.5248,0.5248,2,2
PD_21005467,Director,Fashion,like,346.63,2,51,1,0,202410,10,0.5,1,4,4,0.4980,0.0000,2,5
PD_21006575,Or,Electronics,before,208.41,5,41,1,1,202304,4,2.4,1,4,15,0.4976,0.4976,4,2
PD_21007547,Suffer,Books,player,212.14,2,41,0,1,202406,6,3,1,3,3,0.0000,0.4954,3,2
PD_21000092,Physical,"Home Appliance",especially,191.87,2,20,0,1,202308,8,2,0,3,6,0.0000,0.5274,6,2
PD_21000248,Not,Books,defense,424.11,2,59,1,0,202304,4,3,0,7,14,0.4954,0.0000,1,2
PD_21000268,Occur,Fashion,station,289.67,3,25,1,0,202302,2,1,0,1,5,0.4980,0.0000,7,2
PD_21000372,If,Books,view,132.86,5,54,0,1,202310,10,3.4,0,3,15,0.0000,0.4954,2,5
PD_21000453,Century,Fashion,court,358.37,6,55,1,1,202401,1,3.33,0,11,26,0.4980,0.4980,2,3
PD_21001008,Prevent,Fashion,raise,262.58,1,69,0,1,202303,3,2,0,9,9,0.0000,0.4980,5,2
PD_21002677,Measure,Electronics,everybody,448.8,1,23,0,1,202310,10,5,0,1,1,0.0000,0.4976,6,4
PD_21003199,Vote,Books,memory,335.9,2,60,1,1,202305,5,2.5,0,1,6,0.4954,0.4954,1,6
PD_21003217,However,Fitness,move,204.79,4,40,0,1,202303,3,1.5,0,10,32,0.0000,0.5248,2,2
PD_21003321,Son,Fitness,son,213.23,1,62,0,1,202409,9,1,0,2,2,0.0000,0.5248,1,2
PD_21003325,Its,Fashion,two,438.85,5,18,1,0,202305,5,2.8,0,5,25,0.4980,0.0000,7,-1
PD_21004712,Follow,"Home Appliance",entire,74.87,1,69,0,1,202305,5,2,0,10,10,0.0000,0.5274,5,-1
PD_21004934,School,Fitness,culture,474.24,6,37,1,0,202401,1,3.17,0,8,39,0.5248,0.0000,2,2
PD_21005945,Weight,Electronics,trip,147.12,2,35,1,0,202303,3,4,0,10,14,0.4976,0.0000,4,1
PD_21007634,From,Books,deep,26.02,3,54,1,0,202303,3,3.67,0,5,15,0.4954,0.0000,2,2
PD_21007667,Answer,Electronics,news,426.82,1,35,0,1,202311,11,1,0,10,10,0.0000,0.4976,4,-1
PD_21007912,Million,Fitness,exactly,140.15,2,56,0,1,202312,12,3,0,9,18,0.0000,0.5248,1,2
PD_21008080,Administration,Fitness,high,68.9,1,46,1,0,202311,11,2,0,1,1,0.5248,0.0000,4,-1
PD_21008322,Approach,Fitness,chair,54.4,4,29,1,1,202303,3,3.5,0,1,12,0.5248,0.5248,7,2
PD_21008733,Early,Fitness,us,362.87,1,68,1,0,202306,6,5,0,7,7,0.5248,0.0000,6,2
PD_21009038,School,Fitness,standard,62.73,3,54,0,1,202306,6,3.33,0,4,12,0.0000,0.5248,3,2
PD_21009430,Two,Books,always,200.25,2,51,0,1,202403,3,3,0,5,10,0.0000,0.4954,2,2
PD_21009863,Collection,Fitness,early,247.9,2,54,0,1,202402,2,4,0,6,12,0.0000,0.5248,3,-1
PD_21000596,Floor,Fashion,control,196.15,3,35,1,1,202303,3,3.33,0,9,29,0.4980,0.4980,3,2
PD_21000764,Hold,Fitness,within,391.23,2,61,0,1,202401,1,1,0,6,12,0.0000,0.5248,1,2
PD_21002436,Entire,Fitness,every,452.59,1,45,1,0,202305,5,4,0,8,8,0.5248,0.0000,4,-1
PD_21004828,Media,Electronics,marriage,254.46,1,30,0,1,202311,11,3,0,7,7,0.0000,0.4976,7,-1
PD_21004868,Option,Electronics,art,313.1,4,56,1,0,202311,11,3.5,0,5,20,0.4976,0.0000,1,-1
PD_21006919,Central,Books,summer,436.22,3,22,0,1,202408,8,2.33,0,10,30,0.0000,0.4954,6,2
PD_21008332,Side,Books,see,192.86,8,43,1,1,202302,2,2.38,0,9,49,0.4954,0.4954,4,1
PD_21008385,During,Fitness,little,356.82,2,21,1,0,202402,2,2.5,0,5,10,0.5248,0.0000,5,-1
PD_21000458,Stock,Electronics,low,61.22,4,40,1,0,202302,2,3.75,0,1,4,0.4976,0.0000,4,2
PD_21007183,Cell,Electronics,will,67.59,3,48,1,0,202312,12,3.67,0,1,7,0.4976,0.0000,2,2
PD_21000009,Company,Fashion,about,162.23,5,33,0,1,202301,1,2.4,0,7,20,0.0000,0.4980,6,3
PD_21000484,Bad,Fashion,citizen,268.64,3,45,0,1,202301,1,3.67,0,6,20,0.0000,0.4980,1,3
PD_21002185,Analysis,Fitness,evidence,100.51,1,31,0,1,202410,10,1,0,6,6,0.0000,0.5248,7,2
PD_21002189,Treat,Fashion,crime,431.14,2,47,0,1,202411,11,3,0,2,4,0.0000,0.4980,1,2
PD_21002360,Accept,Fitness,bring,139.59,1,43,0,1,202411,11,5,0,4,4,0.0000,0.5248,4,-1
PD_21002733,Employee,Books,crime,105.02,2,45,1,1,202305,5,1,0,10,12,0.4954,0.4954,4,6
PD_21004231,They,Electronics,want,495.18,2,63,1,1,202303,3,0.5,0,4,10,0.4976,0.4976,5,1
PD_21004557,Chair,Electronics,get,329.01,2,65,0,1,202404,4,2.5,0,5,10,0.0000,0.4976,5,2
PD_21004938,Him,Electronics,power,262.18,5,36,1,1,202311,11,3,0,12,42,0.4976,0.4976,4,-1
PD_21005607,Spring,Fitness,pressure,244.26,2,59,0,1,202303,3,4.5,0,2,4,0.0000,0.5248,1,2
PD_21006142,Mrs,Electronics,long,473.43,3,37,1,0,202401,1,3,0,8,19,0.4976,0.0000,4,5
PD_21006312,Like,Fitness,yourself,187.23,2,28,1,0,202304,4,2,0,1,2,0.5248,0.0000,7,5
PD_21007294,Painting,Electronics,candidate,189.62,2,43,1,0,202408,8,5,0,19,19,0.4976,0.0000,2,4
PD_21007366,Stuff,Fitness,yet,224.8,4,42,1,1,202307,7,2,0,5,24,0.5248,0.5248,4,2
PD_21007558,Pattern,"Home Appliance",style,80.62,3,36,1,1,202307,7,2.33,0,1,13,0.5274,0.5274,2,-1
PD_21007614,Stock,"Home Appliance",perhaps,107.97,1,25,0,1,202309,9,4,0,3,3,0.0000,0.5274,6,2
PD_21008197,House,Fitness,language,61.45,1,53,0,1,202406,6,2,0,6,6,0.0000,0.5248,3,2
PD_21008274,Summer,Fitness,whose,161.04,1,39,0,1,202309,9,1,0,2,2,0.0000,0.5248,2,2
PD_21008312,Throw,Electronics,fight,345.7,1,60,1,0,202306,6,1,0,2,2,0.4976,0.0000,1,2
PD_21009299,Growth,Fashion,tax,221.63,2,46,0,1,202302,2,2.5,0,2,4,0.0000,0.4980,1,2
PD_21009676,Some,Books,left,363.83,5,39,1,0,202309,9,2.4,0,10,37,0.4954,0.0000,3,5
PD_21009997,Fill,Fitness,he,338.67,1,70,1,0,202411,11,3,0,6,6,0.5248,0.0000,6,-1
PD_21000306,Wait,Fashion,research,368.07,7,42,1,1,202304,4,1.71,0,14,42,0.4980,0.4980,1,5
PD_21000827,Foot,Fashion,subject,265.75,1,21,0,1,202302,2,2,0,1,1,0.0000,0.4980,7,2
PD_21001177,Well,Fitness,factor,368.65,3,40,1,1,202401,1,4.67,0,6,24,0.5248,0.5248,2,2
PD_21003884,City,"Home Appliance",such,59.62,5,42,1,1,202301,1,2.6,0,6,39,0.5274,0.5274,3,5
PD_21004285,At,Electronics,star,463.1,3,25,0,1,202311,11,3,0,8,24,0.0000,0.4976,6,-1
PD_21005810,Or,Fitness,set,70.78,5,47,1,1,202305,5,2.8,0,2,22,0.5248,0.5248,4,-1
PD_21007120,Task,Electronics,police,86.97,2,32,1,1,202304,4,1.5,0,2,6,0.4976,0.4976,7,2
PD_21001019,Write,Fashion,would,61.58,4,45,1,1,202307,7,1.75,0,8,36,0.4980,0.4980,1,-1
PD_21001847,Bring,Books,box,178.77,3,43,1,1,202310,10,1.67,0,3,23,0.4954,0.4954,4,5
PD_21002237,Film,Books,adult,459.26,7,39,0,1,202302,2,1.57,0,7,55,0.0000,0.4954,3,1
PD_21003796,Adult,Electronics,which,216.83,1,60,0,1,202401,1,4,0,5,5,0.0000,0.4976,1,5
PD_21004722,Above,Electronics,however,498.47,3,51,1,0,202309,9,2.67,0,3,11,0.4976,0.0000,3,2
PD_21007271,Leader,Books,right,271,2,64,0,1,202404,4,3.5,0,6,12,0.0000,0.4954,5,2
PD_21008390,Nothing,Fashion,ability,436.6,7,52,1,1,202301,1,2.14,0,2,14,0.4980,0.4980,2,3
PD_21008830,Issue,Fitness,main,146.46,2,47,1,0,202302,2,3.5,0,7,14,0.5248,0.0000,4,-1
PD_21000094,Important,"Home Appliance",understand,225.89,7,43,1,1,202301,1,2.57,1,17,44,0.5274,0.5274,3,5
PD_21001003,Region,Books,stop,391.49,4,52,1,0,202304,4,2.75,1,3,21,0.4954,0.0000,2,2
PD_21001021,Start,Fashion,real,157.44,5,32,1,0,202410,10,3,1,11,26,0.4980,0.0000,6,5
PD_21006715,Strong,Fitness,also,17.35,2,43,1,0,202401,1,3,1,8,8,0.5248,0.0000,4,2
PD_21003972,Coach,"Home Appliance",simply,178.49,5,37,1,0,202405,5,2.4,1,8,22,0.5274,0.0000,2,-1
PD_21007908,Guy,"Home Appliance",rate,370.52,3,34,1,1,202308,8,2,1,13,19,0.5274,0.5274,7,2
PD_21003823,Allow,Fashion,high,356.34,4,42,0,1,202403,3,2.75,1,13,33,0.0000,0.4980,1,2
PD_21004176,From,Books,parent,126.09,6,41,1,1,202302,2,2.83,1,16,43,0.4954,0.4954,3,1
PD_21005846,Most,Fashion,focus,372.97,5,46,1,1,202303,3,2.6,1,14,40,0.4980,0.4980,1,2
PD_21000063,Officer,"Home Appliance",maintain,110.9,3,64,0,1,202402,2,3,0,5,15,0.0000,0.5274,5,2
PD_21000077,Agency,"Home Appliance",religious,378.99,2,70,1,0,202305,5,3.5,0,2,4,0.5274,0.0000,5,-1
PD_21000518,Run,Fashion,citizen,371.35,3,29,1,1,202309,9,1,0,2,19,0.4980,0.4980,6,5
PD_21001069,Third,Fitness,magazine,267.03,2,65,0,1,202403,3,1,0,1,2,0.0000,0.5248,6,2
PD_21001650,Behavior,Fashion,rock,355.25,4,50,1,0,202306,6,2.25,0,4,14,0.4980,0.0000,2,0
PD_21001661,Time,Books,those,218.58,3,45,1,0,202302,2,2.67,0,1,18,0.4954,0.0000,4,1
PD_21002188,Note,Fashion,simple,263.19,3,70,1,0,202310,10,2.67,0,3,9,0.4980,0.0000,5,5
PD_21003286,Run,Electronics,one,29.49,1,27,0,1,202304,4,5,0,7,7,0.0000,0.4976,7,2
PD_21003955,Build,Fitness,cover,433.4,4,42,1,1,202310,10,2.5,0,7,20,0.5248,0.5248,4,2
PD_21005457,Them,Books,culture,46.88,2,44,1,1,202311,11,2.5,0,1,4,0.4954,0.4954,4,2
PD_21005472,Activity,Fashion,look,112.93,5,56,1,1,202303,3,2,0,1,32,0.4980,0.4980,4,2
